LMT Date,LMT Time,Latitude,Longitude,Elevation
2012/11/6,12:01:34,-33.8529540,19.1706878,942.7
2012/11/6,18:00:43,-33.8529593,19.1706390,922.08
2012/11/6,21:00:43,-33.8620322,19.1762746,762.65
2012/11/7,0:00:59,-33.8610107,19.1597468,762.82
2012/11/7,3:01:08,-33.8625260,19.1448116,492.58
2012/11/7,21:00:44,-33.8660583,19.1308467,703.69
2012/11/8,0:01:43,-33.8661231,19.1308517,725.28
2012/11/8,3:01:02,-33.8659363,19.1290281,793.84
2012/11/8,6:00:43,-33.8638177,19.1224940,1048.95
2012/11/8,9:00:57,-33.8572012,19.1143353,863.22
2012/11/8,15:00:34,-33.8518926,19.1141982,857.95
2012/11/8,18:00:48,-33.8536427,19.1148811,735.46
2012/11/8,21:00:38,-33.8535499,19.1150044,725.67
2012/11/9,0:00:48,-33.8535443,19.1149553,737.37
2012/11/9,3:00:44,-33.8535874,19.1149640,723.07
2012/11/9,9:02:32,-33.8499412,19.1157909,579.29
2012/11/9,21:00:37,-33.8535713,19.1057110,851.38
2012/11/10,0:00:43,-33.8634171,19.0776488,594.72
2012/11/10,3:00:54,-33.8644287,19.0592979,456.22
2012/11/10,6:00:43,-33.8500234,19.0729065,614.17
2012/11/10,9:00:43,-33.8435770,19.0761345,755.86
2012/11/10,12:00:44,-33.8407563,19.0779294,601.23
2012/11/10,18:00:44,-33.8397617,19.0783142,539.54
2012/11/10,21:00:44,-33.8434504,19.0847825,670.87
2012/11/11,0:00:44,-33.8516119,19.0898133,696.13
2012/11/11,3:00:44,-33.8728391,19.0971796,600.39
2012/11/11,6:01:37,-33.8735015,19.1124767,978.94
2012/11/11,12:00:34,-33.8679595,19.1297698,974.42
2012/11/11,15:01:00,-33.8659086,19.1348535,584.86
2012/11/11,18:00:44,-33.8638945,19.1425390,501.44
2012/11/11,21:00:44,-33.8431696,19.1203834,360
2012/11/12,0:00:44,-33.8301657,19.1303002,446.5
2012/11/12,3:00:44,-33.8271408,19.1255170,480.15
2012/11/12,6:01:18,-33.8098005,19.0916142,474.88
2012/11/12,9:01:32,-33.7990774,19.0638063,376.71
2012/11/12,12:01:14,-33.7953489,19.0540719,435.49
2012/11/12,18:00:44,-33.7932055,19.0375452,740.39
2012/11/12,21:00:39,-33.7904890,19.0395587,766.36
2012/11/13,0:01:26,-33.8139270,19.0294952,761.81
2012/11/13,3:00:44,-33.7988190,19.0173571,502.22
2012/11/13,9:01:02,-33.7853571,19.0098233,421.34
2012/11/13,12:01:08,-33.7827422,19.0096145,461.05
